server_id,window_start,window_end,max_net_in,max_disk_io,alert
server_1,21:01:30,21:02:00,3128.30,6913.18,Disk thrash suspected
server_1,21:01:40,21:02:10,3128.30,4460.79,""
server_1,21:01:50,21:02:20,2901.88,883.06,""
server_1,21:02:00,21:02:30,2901.88,883.06,""
server_1,21:02:10,21:02:40,4556.45,8321.24,Disk thrash suspected
server_1,21:02:20,21:02:50,4556.45,8321.24,Disk thrash suspected
server_1,21:02:30,21:03:00,4556.45,8321.24,Disk thrash suspected
server_1,21:02:40,21:03:10,16076.45,5199.15,Network flood + Disk thrash suspected
server_1,21:02:50,21:03:20,16708.54,5199.15,Network flood + Disk thrash suspected
server_1,21:03:00,21:03:30,16708.54,193.23,Possible DDoS
server_1,21:03:10,21:03:40,16708.54,1540.35,Possible DDoS
server_1,21:03:20,21:03:50,10284.80,1540.35,Possible DDoS
server_1,21:03:30,21:04:00,10284.80,1540.35,Possible DDoS
server_1,21:03:40,21:04:10,14739.50,7517.30,Network flood + Disk thrash suspected
server_1,21:03:50,21:04:20,14739.50,7517.30,Network flood + Disk thrash suspected
server_1,21:04:00,21:04:30,14739.50,7517.30,Network flood + Disk thrash suspected
server_1,21:04:10,21:04:40,13783.74,6979.18,Network flood + Disk thrash suspected
server_1,21:04:20,21:04:50,13783.74,6979.18,Network flood + Disk thrash suspected
server_1,21:04:30,21:05:00,1055.41,155.71,""
server_1,21:04:40,21:05:10,942.98,9205.40,Disk thrash suspected
server_1,21:04:50,21:05:20,3888.00,9205.40,Disk thrash suspected
server_1,21:05:00,21:05:30,3888.00,9205.40,Disk thrash suspected
server_1,21:05:10,21:05:40,3888.00,1466.06,""
server_1,21:05:20,21:05:50,940.62,4908.62,Disk thrash suspected
server_1,21:05:30,21:06:00,940.62,4908.62,Disk thrash suspected
server_1,21:05:40,21:06:10,881.04,7775.97,Disk thrash suspected
server_1,21:05:50,21:06:20,881.04,8170.02,Disk thrash suspected
server_1,21:06:00,21:06:30,915.14,8170.02,Disk thrash suspected
server_1,21:06:10,21:06:40,987.50,8170.02,Disk thrash suspected
server_1,21:06:20,21:06:50,987.50,111.38,""
server_1,21:06:30,21:07:00,987.50,7384.78,Disk thrash suspected
server_1,21:06:40,21:07:10,906.67,7963.04,Disk thrash suspected
server_1,21:06:50,21:07:20,906.67,7963.04,Disk thrash suspected
server_1,21:07:00,21:07:30,3959.61,7963.04,Disk thrash suspected
server_1,21:07:10,21:07:40,3959.61,1435.06,""
server_1,21:07:20,21:07:50,15647.63,1435.06,Possible DDoS
server_1,21:07:30,21:08:00,15647.63,139.37,Possible DDoS
server_1,21:07:40,21:08:10,15647.63,919.89,Possible DDoS
server_1,21:07:50,21:08:20,12721.69,919.89,Possible DDoS
server_1,21:08:00,21:08:30,12721.69,919.89,Possible DDoS
server_1,21:08:10,21:08:40,12721.69,897.14,Possible DDoS
server_1,21:08:20,21:08:50,6508.45,897.14,Possible DDoS
server_1,21:08:30,21:09:00,6508.45,148.26,Possible DDoS
server_1,21:08:40,21:09:10,935.53,148.26,""
server_1,21:08:50,21:09:20,935.53,148.26,""
server_1,21:09:00,21:09:30,12053.24,56.06,Possible DDoS
server_1,21:09:10,21:09:40,12053.24,90.44,Possible DDoS
server_1,21:09:20,21:09:50,12053.24,757.88,Possible DDoS
server_1,21:09:30,21:10:00,1779.82,6146.10,Disk thrash suspected
server_1,21:09:40,21:10:10,1779.82,6146.10,Disk thrash suspected
server_1,21:09:50,21:10:20,832.79,6146.10,Disk thrash suspected
server_1,21:10:00,21:10:30,3017.95,1852.08,""
server_1,21:10:10,21:10:40,3017.95,1852.08,""
server_1,21:10:20,21:10:50,3017.95,1852.08,""
server_1,21:10:30,21:11:00,1065.70,151.67,""
server_1,21:10:40,21:11:10,16930.15,151.67,Possible DDoS
server_1,21:10:50,21:11:20,16930.15,151.67,Possible DDoS
server_1,21:11:00,21:11:30,16930.15,174.61,Possible DDoS
server_1,21:11:10,21:11:40,12585.92,5584.00,Network flood + Disk thrash suspected
server_1,21:11:20,21:11:50,12585.92,5584.00,Network flood + Disk thrash suspected
server_1,21:11:30,21:12:00,7885.86,5584.00,Network flood + Disk thrash suspected
server_1,21:11:40,21:12:10,7885.86,177.40,Possible DDoS
server_1,21:11:50,21:12:20,1091.11,106.29,""
server_1,21:12:00,21:12:30,4433.02,1813.39,""
server_1,21:12:10,21:12:40,4433.02,9307.03,Disk thrash suspected
server_1,21:12:20,21:12:50,4433.02,9307.03,Disk thrash suspected
server_1,21:12:30,21:13:00,10977.45,9307.03,Network flood + Disk thrash suspected
server_1,21:12:40,21:13:10,15785.14,8343.41,Network flood + Disk thrash suspected
server_1,21:12:50,21:13:20,15785.14,8343.41,Network flood + Disk thrash suspected
server_1,21:13:00,21:13:30,15785.14,8343.41,Network flood + Disk thrash suspected
server_1,21:13:10,21:13:40,10655.42,113.53,Possible DDoS
server_1,21:13:20,21:13:50,931.58,118.44,""
server_1,21:13:30,21:14:00,940.56,118.44,""
server_1,21:13:40,21:14:10,1006.24,118.44,""
server_1,21:13:50,21:14:20,13397.46,72.79,Possible DDoS
server_1,21:14:00,21:14:30,19305.21,168.91,Possible DDoS
server_1,21:14:10,21:14:40,19305.21,7132.61,Network flood + Disk thrash suspected
server_1,21:14:20,21:14:50,19305.21,7132.61,Network flood + Disk thrash suspected
server_1,21:14:30,21:15:00,3733.96,7132.61,Disk thrash suspected
server_1,21:14:40,21:15:10,3733.96,554.43,""
server_1,21:14:50,21:15:20,3834.22,1431.96,""
server_1,21:15:00,21:15:30,3834.22,5114.69,Disk thrash suspected
server_1,21:15:10,21:15:40,3834.22,6358.79,Disk thrash suspected
server_1,21:15:20,21:15:50,912.16,6358.79,Disk thrash suspected
server_1,21:15:30,21:16:00,713.55,6358.79,Disk thrash suspected
server_1,21:15:40,21:16:10,16475.63,80.02,Possible DDoS
server_1,21:15:50,21:16:20,16475.63,164.37,Possible DDoS
server_1,21:16:00,21:16:30,16475.63,164.37,Possible DDoS
server_1,21:16:10,21:16:40,11565.77,858.55,Possible DDoS
server_1,21:16:20,21:16:50,10957.24,858.55,Possible DDoS
server_1,21:16:30,21:17:00,10957.24,6176.25,Network flood + Disk thrash suspected
server_1,21:16:40,21:17:10,649.78,6176.25,Disk thrash suspected
server_1,21:16:50,21:17:20,649.78,7291.93,Disk thrash suspected
server_1,21:17:00,21:17:30,649.78,7291.93,Disk thrash suspected
server_1,21:17:10,21:17:40,884.23,7291.93,Disk thrash suspected
server_1,21:17:20,21:17:50,941.54,121.34,""
server_1,21:17:30,21:18:00,11069.18,121.34,Possible DDoS
server_1,21:17:40,21:18:10,11069.18,84.17,Possible DDoS
server_1,21:17:50,21:18:20,11069.18,113.34,Possible DDoS
server_1,21:18:00,21:18:30,935.09,113.34,""
server_1,21:18:10,21:18:40,985.54,113.34,""
server_1,21:18:20,21:18:50,5146.46,3408.54,Possible DDoS
server_1,21:18:30,21:19:00,5146.46,3408.54,Possible DDoS
server_1,21:18:40,21:19:10,5146.46,3408.54,Possible DDoS
server_1,21:18:50,21:19:20,622.55,127.39,""
server_1,21:19:00,21:19:30,6981.48,137.23,Possible DDoS
server_1,21:19:10,21:19:40,6981.48,3054.65,Possible DDoS
server_1,21:19:20,21:19:50,7123.14,3054.65,Possible DDoS
server_1,21:19:30,21:20:00,7123.14,3054.65,Possible DDoS
server_1,21:19:40,21:20:10,7123.14,1813.16,Possible DDoS
server_1,21:19:50,21:20:20,926.58,134.07,""
server_1,21:20:00,21:20:30,926.58,134.07,""
server_1,21:20:10,21:20:40,1748.39,1724.85,""
server_1,21:20:20,21:20:50,1748.39,5345.90,Disk thrash suspected
server_1,21:20:30,21:21:00,3430.93,5345.90,Disk thrash suspected
server_1,21:20:40,21:21:10,3430.93,5345.90,Disk thrash suspected
server_1,21:20:50,21:21:20,3430.93,676.47,""
server_1,21:21:00,21:21:30,881.46,102.45,""
server_1,21:21:10,21:21:40,881.46,72.88,""
server_1,21:21:20,21:21:50,2862.62,1817.11,""
server_1,21:21:30,21:22:00,2862.62,1866.35,""
server_1,21:21:40,21:22:10,12378.34,1866.35,Possible DDoS
server_1,21:21:50,21:22:20,12378.34,1866.35,Possible DDoS
server_1,21:22:00,21:22:30,12378.34,170.61,Possible DDoS
server_1,21:22:10,21:22:40,4342.64,1944.93,""
server_1,21:22:20,21:22:50,4342.64,1944.93,""
server_1,21:22:30,21:23:00,4342.64,3901.10,""
server_1,21:22:40,21:23:10,4174.69,3901.10,""
server_1,21:22:50,21:23:20,4174.69,4707.28,Disk thrash suspected
server_1,21:23:00,21:23:30,4174.69,4707.28,Disk thrash suspected
server_1,21:23:10,21:23:40,2944.52,4707.28,Disk thrash suspected
server_1,21:23:20,21:23:50,999.79,103.11,""
server_1,21:23:30,21:24:00,999.79,103.11,""
server_1,21:23:40,21:24:10,999.79,103.11,""
server_1,21:23:50,21:24:20,19522.76,105.61,Possible DDoS
server_1,21:24:00,21:24:30,19522.76,6460.96,Network flood + Disk thrash suspected
server_1,21:24:10,21:24:40,19522.76,6460.96,Network flood + Disk thrash suspected
server_1,21:24:20,21:24:50,786.69,6460.96,Disk thrash suspected
server_1,21:24:30,21:25:00,786.69,9371.41,Disk thrash suspected
server_1,21:24:40,21:25:10,899.55,9371.41,Disk thrash suspected
server_1,21:24:50,21:25:20,899.55,9371.41,Disk thrash suspected
server_1,21:25:00,21:25:30,899.55,225.34,""
server_1,21:25:10,21:25:40,2974.72,1304.37,""
server_1,21:25:20,21:25:50,2974.72,1304.37,""
server_1,21:25:30,21:26:00,2974.72,1304.37,""
server_1,21:25:40,21:26:10,981.25,105.05,""
server_1,21:25:50,21:26:20,981.25,156.43,""
server_1,21:26:00,21:26:30,15365.78,156.43,Possible DDoS
server_1,21:26:10,21:26:40,15365.78,156.43,Possible DDoS
server_1,21:26:20,21:26:50,15365.78,1404.09,Possible DDoS
server_1,21:26:30,21:27:00,4753.74,1404.09,Possible DDoS
server_1,21:26:40,21:27:10,6590.36,1404.09,Possible DDoS
server_1,21:26:50,21:27:20,6590.36,8584.37,Network flood + Disk thrash suspected
server_1,21:27:00,21:27:30,6590.36,8584.37,Network flood + Disk thrash suspected
server_1,21:27:10,21:27:40,2772.44,8584.37,Disk thrash suspected
server_1,21:27:20,21:27:50,2772.44,4391.38,""
server_1,21:27:30,21:28:00,2772.44,1748.84,""
server_1,21:27:40,21:28:10,586.97,115.15,""
server_1,21:27:50,21:28:20,1206.47,1043.65,""
server_1,21:28:00,21:28:30,1206.47,6269.16,Disk thrash suspected
server_1,21:28:10,21:28:40,1206.47,7369.19,Disk thrash suspected
server_1,21:28:20,21:28:50,902.67,7369.19,Disk thrash suspected
server_1,21:28:30,21:29:00,902.67,7369.19,Disk thrash suspected
server_1,21:28:40,21:29:10,4919.33,1678.91,Possible DDoS
server_1,21:28:50,21:29:20,4919.33,1678.91,Possible DDoS
server_1,21:29:00,21:29:30,4919.33,4766.17,Network flood + Disk thrash suspected
server_1,21:29:10,21:29:40,4904.14,4766.17,Network flood + Disk thrash suspected
server_1,21:29:20,21:29:50,4904.14,8864.45,Network flood + Disk thrash suspected
server_1,21:29:30,21:30:00,4904.14,8864.45,Network flood + Disk thrash suspected
server_1,21:29:40,21:30:10,17174.41,8864.45,Network flood + Disk thrash suspected
server_1,21:29:50,21:30:20,17174.41,5656.73,Network flood + Disk thrash suspected
server_1,21:30:00,21:30:30,17174.41,5656.73,Network flood + Disk thrash suspected
server_1,21:30:10,21:30:40,18731.70,5656.73,Network flood + Disk thrash suspected
server_1,21:30:20,21:30:50,18731.70,151.91,Possible DDoS
server_1,21:30:30,21:31:00,18731.70,151.91,Possible DDoS
server_1,21:30:40,21:31:10,364.77,82.65,""
server_1,21:30:50,21:31:20,13030.16,125.62,Possible DDoS
server_1,21:31:00,21:31:30,13030.16,125.62,Possible DDoS
server_1,21:31:10,21:31:40,18781.24,129.68,Possible DDoS
server_1,21:31:20,21:31:50,18781.24,7490.62,Network flood + Disk thrash suspected
server_1,21:31:30,21:32:00,18781.24,7490.62,Network flood + Disk thrash suspected
server_1,21:31:40,21:32:10,864.78,7490.62,Disk thrash suspected
server_1,21:31:50,21:32:20,864.78,4382.99,""
server_1,21:32:00,21:32:30,865.69,8776.53,Disk thrash suspected
server_1,21:32:10,21:32:40,5380.06,8776.53,Network flood + Disk thrash suspected
server_1,21:32:20,21:32:50,5380.06,8776.53,Network flood + Disk thrash suspected
server_1,21:32:30,21:33:00,5380.06,152.24,Possible DDoS
server_1,21:32:40,21:33:10,4700.30,1064.56,Possible DDoS
server_1,21:32:50,21:33:20,4700.30,4835.62,Network flood + Disk thrash suspected
server_1,21:33:00,21:33:30,16633.22,4835.62,Network flood + Disk thrash suspected
server_1,21:33:10,21:33:40,16633.22,4835.62,Network flood + Disk thrash suspected
server_1,21:33:20,21:33:50,16633.22,9775.64,Network flood + Disk thrash suspected
server_1,21:33:30,21:34:00,4984.76,9775.64,Network flood + Disk thrash suspected
server_1,21:33:40,21:34:10,4984.76,9775.64,Network flood + Disk thrash suspected
server_1,21:33:50,21:34:20,805.22,6746.23,Disk thrash suspected
server_1,21:34:00,21:34:30,805.22,5463.37,Disk thrash suspected
server_1,21:34:10,21:34:40,619.47,4684.47,Disk thrash suspected
server_1,21:34:20,21:34:50,928.11,4684.47,Disk thrash suspected
server_1,21:34:30,21:35:00,3541.85,4684.47,Disk thrash suspected
server_1,21:34:40,21:35:10,3541.85,1545.24,""
server_1,21:34:50,21:35:20,3541.85,1683.41,""
server_1,21:35:00,21:35:30,1815.24,1683.41,""
server_1,21:35:10,21:35:40,1815.24,1683.41,""
server_1,21:35:20,21:35:50,1158.35,8817.61,Disk thrash suspected
server_1,21:35:30,21:36:00,1158.35,8817.61,Disk thrash suspected
server_1,21:35:40,21:36:10,949.89,8817.61,Disk thrash suspected
server_1,21:35:50,21:36:20,949.89,5292.87,Disk thrash suspected
server_1,21:36:00,21:36:30,789.35,5292.87,Disk thrash suspected
server_1,21:36:10,21:36:40,685.08,5292.87,Disk thrash suspected
server_1,21:36:20,21:36:50,685.08,7786.86,Disk thrash suspected
server_1,21:36:30,21:37:00,3871.28,7786.86,Disk thrash suspected
server_1,21:36:40,21:37:10,3871.28,7786.86,Disk thrash suspected
server_1,21:36:50,21:37:20,3871.28,1795.70,""
server_1,21:37:00,21:37:30,906.63,81.90,""
server_1,21:37:10,21:37:40,17699.70,166.96,Possible DDoS
server_1,21:37:20,21:37:50,17699.70,166.96,Possible DDoS
server_1,21:37:30,21:38:00,17699.70,1989.51,Possible DDoS
server_1,21:37:40,21:38:10,2997.72,1989.51,""
server_1,21:37:50,21:38:20,2997.72,1989.51,""
server_1,21:38:00,21:38:30,973.60,110.21,""
server_1,21:38:10,21:38:40,973.60,70.53,""
server_1,21:38:20,21:38:50,16523.27,195.10,Possible DDoS
server_1,21:38:30,21:39:00,16523.27,9137.06,Network flood + Disk thrash suspected
server_1,21:38:40,21:39:10,16523.27,9137.06,Network flood + Disk thrash suspected
server_1,21:38:50,21:39:20,17642.53,9137.06,Network flood + Disk thrash suspected
server_1,21:39:00,21:39:30,17642.53,4423.34,Possible DDoS
server_1,21:39:10,21:39:40,17642.53,4423.34,Possible DDoS
server_1,21:39:20,21:39:50,964.85,4423.34,""
server_1,21:39:30,21:40:00,907.69,3004.32,""
server_1,21:39:40,21:40:10,928.06,3731.72,""
server_1,21:39:50,21:40:20,1784.95,3731.72,""
server_1,21:40:00,21:40:30,1784.95,3731.72,""
server_1,21:40:10,21:40:40,1784.95,1632.42,""
server_1,21:40:20,21:40:50,8401.85,98.97,Possible DDoS
server_1,21:40:30,21:41:00,8401.85,73.79,Possible DDoS
server_1,21:40:40,21:41:10,8401.85,95.97,Possible DDoS
server_1,21:40:50,21:41:20,1011.67,95.97,""
server_1,21:41:00,21:41:30,868.07,95.97,""
server_1,21:41:10,21:41:40,6542.18,7965.85,Network flood + Disk thrash suspected
server_1,21:41:20,21:41:50,13696.59,7965.85,Network flood + Disk thrash suspected
server_1,21:41:30,21:42:00,13696.59,7965.85,Network flood + Disk thrash suspected
server_1,21:41:40,21:42:10,13696.59,1573.31,Possible DDoS
server_1,21:41:50,21:42:20,4506.57,1573.31,""
server_1,21:42:00,21:42:30,4506.57,1573.31,""
server_1,21:42:10,21:42:40,947.19,64.10,""
server_1,21:42:20,21:42:50,19158.82,136.14,Possible DDoS
server_1,21:42:30,21:43:00,19158.82,196.97,Possible DDoS
server_1,21:42:40,21:43:10,19158.82,196.97,Possible DDoS
server_1,21:42:50,21:43:20,9925.90,196.97,Possible DDoS
server_1,21:43:00,21:43:30,874.11,173.36,""
server_1,21:43:10,21:43:40,2161.30,591.88,""
server_1,21:43:20,21:43:50,16880.67,591.88,Possible DDoS
server_1,21:43:30,21:44:00,16880.67,591.88,Possible DDoS
server_1,21:43:40,21:44:10,19016.15,3793.42,Possible DDoS
server_1,21:43:50,21:44:20,19016.15,8426.28,Network flood + Disk thrash suspected
server_1,21:44:00,21:44:30,19016.15,8426.28,Network flood + Disk thrash suspected
server_1,21:44:10,21:44:40,3289.16,8426.28,Disk thrash suspected
server_1,21:44:20,21:44:50,3289.16,9829.00,Disk thrash suspected
server_1,21:44:30,21:45:00,821.00,9829.00,Disk thrash suspected
server_1,21:44:40,21:45:10,821.00,9829.00,Disk thrash suspected
server_1,21:44:50,21:45:20,821.00,8227.23,Disk thrash suspected
server_1,21:45:00,21:45:30,799.20,8227.23,Disk thrash suspected
server_1,21:45:10,21:45:40,799.20,7756.28,Disk thrash suspected
server_1,21:45:20,21:45:50,15159.63,1279.55,Possible DDoS
server_1,21:45:30,21:46:00,15159.63,1279.55,Possible DDoS
server_1,21:45:40,21:46:10,15159.63,1279.55,Possible DDoS
server_1,21:45:50,21:46:20,2753.60,1950.21,""
server_1,21:46:00,21:46:30,18221.20,1950.21,Possible DDoS
server_1,21:46:10,21:46:40,18221.20,7150.31,Network flood + Disk thrash suspected
server_1,21:46:20,21:46:50,18221.20,8111.58,Network flood + Disk thrash suspected
server_1,21:46:30,21:47:00,1024.23,8111.58,Disk thrash suspected
server_1,21:46:40,21:47:10,889.95,8111.58,Disk thrash suspected
server_1,21:46:50,21:47:20,923.04,66.17,""
server_1,21:47:00,21:47:30,923.04,66.17,""
server_1,21:47:10,21:47:40,1990.25,817.89,""
server_1,21:47:20,21:47:50,1990.25,817.89,""
server_1,21:47:30,21:48:00,7504.33,817.89,Possible DDoS
server_1,21:47:40,21:48:10,7504.33,49.49,Possible DDoS
server_1,21:47:50,21:48:20,7504.33,63.77,Possible DDoS
server_1,21:48:00,21:48:30,866.87,5026.15,Disk thrash suspected
server_1,21:48:10,21:48:40,538.10,5026.15,Disk thrash suspected
server_1,21:48:20,21:48:50,538.10,5026.15,Disk thrash suspected
server_1,21:48:30,21:49:00,17486.42,3010.98,Possible DDoS
server_1,21:48:40,21:49:10,17486.42,9018.83,Network flood + Disk thrash suspected
server_1,21:48:50,21:49:20,17486.42,9018.83,Network flood + Disk thrash suspected
server_1,21:49:00,21:49:30,807.98,9018.83,Disk thrash suspected
server_1,21:49:10,21:49:40,983.91,6160.76,Disk thrash suspected
server_1,21:49:20,21:49:50,983.91,6160.76,Disk thrash suspected
server_1,21:49:30,21:50:00,983.91,100.55,""
server_1,21:49:40,21:50:10,1027.29,173.05,""
server_1,21:49:50,21:50:20,7945.65,6920.51,Network flood + Disk thrash suspected
server_1,21:50:00,21:50:30,18545.81,6920.51,Network flood + Disk thrash suspected
server_1,21:50:10,21:50:40,18545.81,6920.51,Network flood + Disk thrash suspected
server_1,21:50:20,21:50:50,18545.81,1219.61,Possible DDoS
server_1,21:50:30,21:51:00,8063.45,1219.61,Possible DDoS
server_1,21:50:40,21:51:10,3473.53,1219.61,""
server_1,21:50:50,21:51:20,3709.97,1985.10,""
server_1,21:51:00,21:51:30,3709.97,1985.10,""
server_1,21:51:10,21:51:40,3709.97,1985.10,""
server_1,21:51:20,21:51:50,17316.58,80.57,Possible DDoS
server_1,21:51:30,21:52:00,17316.58,45.34,Possible DDoS
server_1,21:51:40,21:52:10,17316.58,9510.03,Network flood + Disk thrash suspected
server_1,21:51:50,21:52:20,4244.38,9510.03,Disk thrash suspected
server_1,21:52:00,21:52:30,4244.38,9510.03,Disk thrash suspected
server_1,21:52:10,21:52:40,3423.32,966.97,""
server_1,21:52:20,21:52:50,906.55,58.17,""
server_1,21:52:30,21:53:00,906.55,90.84,""
server_1,21:52:40,21:53:10,16533.24,5407.74,Network flood + Disk thrash suspected
server_1,21:52:50,21:53:20,16533.24,5407.74,Network flood + Disk thrash suspected
server_1,21:53:00,21:53:30,16533.24,5407.74,Network flood + Disk thrash suspected
server_1,21:53:10,21:53:40,3855.02,3456.77,""
server_1,21:53:20,21:53:50,902.00,3456.77,""
server_1,21:53:30,21:54:00,837.54,3456.77,""
server_1,21:53:40,21:54:10,4075.92,967.97,""
server_1,21:53:50,21:54:20,4075.92,7838.09,Disk thrash suspected
server_1,21:54:00,21:54:30,11150.95,7838.09,Network flood + Disk thrash suspected
server_1,21:54:10,21:54:40,13501.25,7838.09,Network flood + Disk thrash suspected
server_1,21:54:20,21:54:50,13501.25,9635.21,Network flood + Disk thrash suspected
server_1,21:54:30,21:55:00,13501.25,9635.21,Network flood + Disk thrash suspected
server_1,21:54:40,21:55:10,7128.13,9635.21,Network flood + Disk thrash suspected
server_1,21:54:50,21:55:20,7128.13,1529.07,Possible DDoS
server_1,21:55:00,21:55:30,7128.13,64.38,Possible DDoS
server_1,21:55:10,21:55:40,19404.65,194.84,Possible DDoS
server_1,21:55:20,21:55:50,19404.65,194.84,Possible DDoS
server_1,21:55:30,21:56:00,19404.65,549.45,Possible DDoS
server_1,21:55:40,21:56:10,2905.18,7382.30,Disk thrash suspected
server_1,21:55:50,21:56:20,14700.01,7382.30,Network flood + Disk thrash suspected
server_1,21:56:00,21:56:30,14700.01,9879.78,Network flood + Disk thrash suspected
server_1,21:56:10,21:56:40,14700.01,9879.78,Network flood + Disk thrash suspected
server_1,21:56:20,21:56:50,4709.43,9879.78,Network flood + Disk thrash suspected
server_1,21:56:30,21:57:00,6999.01,764.21,Possible DDoS
server_1,21:56:40,21:57:10,6999.01,764.21,Possible DDoS
server_1,21:56:50,21:57:20,6999.01,6996.50,Network flood + Disk thrash suspected
server_1,21:57:00,21:57:30,994.98,6996.50,Disk thrash suspected
server_1,21:57:10,21:57:40,994.98,6996.50,Disk thrash suspected
server_1,21:57:20,21:57:50,994.98,149.07,""
server_1,21:57:30,21:58:00,637.17,145.09,""
server_1,21:57:40,21:58:10,18736.98,167.24,Possible DDoS
server_1,21:57:50,21:58:20,18736.98,167.24,Possible DDoS
server_1,21:58:00,21:58:30,18736.98,167.24,Possible DDoS
server_1,21:58:10,21:58:40,13712.06,111.00,Possible DDoS
server_1,21:58:20,21:58:50,13712.06,3634.38,Possible DDoS
server_1,21:58:30,21:59:00,13712.06,3634.38,Possible DDoS
server_1,21:58:40,21:59:10,560.66,3634.38,""
server_1,21:58:50,21:59:20,668.12,98.79,""
server_1,21:59:00,21:59:30,964.09,98.79,""
server_1,21:59:10,21:59:40,12529.57,81.33,Possible DDoS
server_1,21:59:20,21:59:50,12529.57,112.76,Possible DDoS
server_1,21:59:30,22:00:00,12529.57,9038.64,Network flood + Disk thrash suspected
server_1,21:59:40,22:00:10,928.14,9038.64,Disk thrash suspected
server_1,21:59:50,22:00:20,928.14,9038.64,Disk thrash suspected
server_1,22:00:00,22:00:30,1156.50,3621.76,""
server_1,22:00:10,22:00:40,1156.50,3621.76,""
server_1,22:00:20,22:00:50,1156.50,3349.32,""
server_1,22:00:30,22:01:00,4893.93,1359.76,Possible DDoS
server_1,22:00:40,22:01:10,4893.93,1359.76,Possible DDoS
server_1,22:00:50,22:01:20,4893.93,1359.76,Possible DDoS
server_1,22:01:00,22:01:30,4129.89,858.86,""
server_1,22:01:10,22:01:40,4129.89,858.86,""
server_1,22:01:20,22:01:50,948.94,133.01,""
server_1,22:01:30,22:02:00,11426.73,199.71,Possible DDoS
server_1,22:01:40,22:02:10,13361.71,199.71,Possible DDoS
server_1,22:01:50,22:02:20,13361.71,199.71,Possible DDoS
server_1,22:02:00,22:02:30,13361.71,196.76,Possible DDoS
server_1,22:02:10,22:02:40,945.49,196.76,""
server_1,22:02:20,22:02:50,945.49,112.63,""
server_1,22:02:30,22:03:00,1833.01,534.86,""
server_1,22:02:40,22:03:10,3800.00,1626.32,""
server_1,22:02:50,22:03:20,4407.83,8863.83,Disk thrash suspected
server_1,22:03:00,22:03:30,4407.83,8863.83,Disk thrash suspected
server_1,22:03:10,22:03:40,4407.83,8863.83,Disk thrash suspected
server_1,22:03:20,22:03:50,2708.51,1762.22,""
server_1,22:03:30,22:04:00,7777.32,8262.28,Network flood + Disk thrash suspected
server_1,22:03:40,22:04:10,7777.32,8262.28,Network flood + Disk thrash suspected
