server_id,window_start,window_end,avg_cpu,avg_mem,alert
server_1,21:27:50,21:28:20,52.29,70.25,""
server_1,21:28:00,21:28:30,44.27,72.98,""
server_1,21:28:10,21:28:40,43.77,52.64,""
server_1,21:28:20,21:28:50,39.14,44.73,""
server_1,21:28:30,21:29:00,44.62,38.3,""
server_1,21:28:40,21:29:10,45.08,57.18,""
server_1,21:28:50,21:29:20,42.58,58.47,""
server_1,21:29:00,21:29:30,50.53,68.21,""
server_1,21:29:10,21:29:40,60.88,52.26,""
server_1,21:29:20,21:29:50,52.38,43.32,""
server_1,21:29:30,21:30:00,51.69,25.93,""
server_1,21:29:40,21:30:10,47.9,34.97,""
server_1,21:29:50,21:30:20,47.48,45.49,""
server_1,21:30:00,21:30:30,49.07,48.35,""
server_1,21:30:10,21:30:40,44.81,54.08,""
server_1,21:30:20,21:30:50,43.69,54.05,""
server_1,21:30:30,21:31:00,22.98,75.84,""
server_1,21:30:40,21:31:10,15.37,76.95,""
server_1,21:30:50,21:31:20,28.73,79.07,Memory saturation suspected
server_1,21:31:00,21:31:30,36.71,75.97,""
server_1,21:31:10,21:31:40,47.62,65.38,""
server_1,21:31:20,21:31:50,37.16,53.73,""
server_1,21:31:30,21:32:00,36.02,51.89,""
server_1,21:31:40,21:32:10,40.07,58.12,""
server_1,21:31:50,21:32:20,46.94,65.38,""
server_1,21:32:00,21:32:30,59.09,48.34,""
server_1,21:32:10,21:32:40,51.61,40.27,""
server_1,21:32:20,21:32:50,53.59,40.2,""
server_1,21:32:30,21:33:00,52.66,37.74,""
server_1,21:32:40,21:33:10,60.59,48.8,""
server_1,21:32:50,21:33:20,55.84,44.45,""
server_1,21:33:00,21:33:30,63.18,49.21,""
server_1,21:33:10,21:33:40,56.33,43.03,""
server_1,21:33:20,21:33:50,59.54,45.83,""
server_1,21:33:30,21:34:00,40.33,55.39,""
server_1,21:33:40,21:34:10,44.72,47.62,""
server_1,21:33:50,21:34:20,45.42,56.14,""
server_1,21:34:00,21:34:30,47.97,47.33,""
server_1,21:34:10,21:34:40,40.88,45.89,""
server_1,21:34:20,21:34:50,44.22,45.66,""
server_1,21:34:30,21:35:00,56.24,47.06,""
server_1,21:34:40,21:35:10,56.45,49.35,""
server_1,21:34:50,21:35:20,45.4,49.06,""
server_1,21:35:00,21:35:30,37.8,56.29,""
server_1,21:35:10,21:35:40,44.97,68.44,""
server_1,21:35:20,21:35:50,47.52,53.59,""
server_1,21:35:30,21:36:00,59.08,57.39,""
server_1,21:35:40,21:36:10,54.99,66.75,""
server_1,21:35:50,21:36:20,53.2,73.67,""
server_1,21:36:00,21:36:30,37.69,74.44,""
server_1,21:36:10,21:36:40,35.43,57.63,""
server_1,21:36:20,21:36:50,33.77,59.98,""
server_1,21:36:30,21:37:00,39.48,50.26,""
server_1,21:36:40,21:37:10,46.77,42.81,""
server_1,21:36:50,21:37:20,61.35,35.64,""
server_1,21:37:00,21:37:30,69.0,45.17,""
server_1,21:37:10,21:37:40,59.54,58.72,""
server_1,21:37:20,21:37:50,60.29,66.44,""
server_1,21:37:30,21:38:00,46.72,56.5,""
server_1,21:37:40,21:38:10,50.18,49.44,""
server_1,21:37:50,21:38:20,50.72,53.97,""
server_1,21:38:00,21:38:30,61.07,48.33,""
server_1,21:38:10,21:38:40,63.73,50.9,""
server_1,21:38:20,21:38:50,62.35,39.36,""
server_1,21:38:30,21:39:00,56.07,45.19,""
server_1,21:38:40,21:39:10,46.51,39.4,""
server_1,21:38:50,21:39:20,46.89,47.03,""
server_1,21:39:00,21:39:30,51.56,37.68,""
server_1,21:39:10,21:39:40,65.98,49.37,""
server_1,21:39:20,21:39:50,68.47,58.79,""
server_1,21:39:30,21:40:00,67.4,58.12,""
server_1,21:39:40,21:40:10,68.33,45.88,""
server_1,21:39:50,21:40:20,56.05,28.7,""
server_1,21:40:00,21:40:30,67.22,40.75,""
server_1,21:40:10,21:40:40,62.63,50.68,""
server_1,21:40:20,21:40:50,74.04,46.94,""
server_1,21:40:30,21:41:00,75.48,47.26,""
server_1,21:40:40,21:41:10,81.16,43.68,""
server_1,21:40:50,21:41:20,70.45,52.64,""
server_1,21:41:00,21:41:30,64.99,49.27,""
server_1,21:41:10,21:41:40,58.04,46.68,""
server_1,21:41:20,21:41:50,64.32,49.9,""
server_1,21:41:30,21:42:00,50.43,57.55,""
server_1,21:41:40,21:42:10,51.94,62.16,""
server_1,21:41:50,21:42:20,46.18,55.23,""
server_1,21:42:00,21:42:30,44.9,43.62,""
server_1,21:42:10,21:42:40,53.9,41.97,""
server_1,21:42:20,21:42:50,52.25,39.57,""
server_1,21:42:30,21:43:00,58.41,54.63,""
server_1,21:42:40,21:43:10,54.81,53.03,""
server_1,21:42:50,21:43:20,54.44,60.65,""
server_1,21:43:00,21:43:30,59.19,58.07,""
server_1,21:43:10,21:43:40,55.64,66.06,""
server_1,21:43:20,21:43:50,58.87,60.71,""
server_1,21:43:30,21:44:00,56.14,53.81,""
server_1,21:43:40,21:44:10,52.69,40.42,""
server_1,21:43:50,21:44:20,45.41,41.0,""
server_1,21:44:00,21:44:30,39.21,37.23,""
server_1,21:44:10,21:44:40,30.93,44.12,""
server_1,21:44:20,21:44:50,37.56,45.43,""
server_1,21:44:30,21:45:00,43.4,36.11,""
server_1,21:44:40,21:45:10,47.9,28.97,""
server_1,21:44:50,21:45:20,39.8,21.73,""
server_1,21:45:00,21:45:30,40.63,25.59,""
server_1,21:45:10,21:45:40,37.49,26.21,""
server_1,21:45:20,21:45:50,49.04,36.97,""
server_1,21:45:30,21:46:00,54.86,52.76,""
server_1,21:45:40,21:46:10,75.65,59.44,""
server_1,21:45:50,21:46:20,78.48,63.92,""
server_1,21:46:00,21:46:30,69.74,66.52,""
server_1,21:46:10,21:46:40,62.98,57.82,""
server_1,21:46:20,21:46:50,55.8,47.06,""
server_1,21:46:30,21:47:00,60.25,32.65,""
server_1,21:46:40,21:47:10,46.41,39.14,""
server_1,21:46:50,21:47:20,49.08,56.03,""
server_1,21:47:00,21:47:30,37.92,66.61,""
server_1,21:47:10,21:47:40,47.05,73.97,""
server_1,21:47:20,21:47:50,46.06,58.43,""
server_1,21:47:30,21:48:00,58.93,43.56,""
server_1,21:47:40,21:48:10,63.68,36.83,""
server_1,21:47:50,21:48:20,54.11,41.86,""
server_1,21:48:00,21:48:30,48.91,52.0,""
server_1,21:48:10,21:48:40,31.93,46.93,""
server_1,21:48:20,21:48:50,30.58,57.79,""
server_1,21:48:30,21:49:00,27.45,52.81,""
server_1,21:48:40,21:49:10,37.31,50.45,""
server_1,21:48:50,21:49:20,36.32,35.98,""
server_1,21:49:00,21:49:30,34.51,36.88,""
server_1,21:49:10,21:49:40,42.94,56.52,""
server_1,21:49:20,21:49:50,50.78,59.48,""
server_1,21:49:30,21:50:00,44.1,68.02,""
server_1,21:49:40,21:50:10,48.73,53.33,""
server_1,21:49:50,21:50:20,54.95,47.32,""
server_1,21:50:00,21:50:30,64.41,39.65,""
server_1,21:50:10,21:50:40,50.44,49.75,""
server_1,21:50:20,21:50:50,49.0,52.04,""
server_1,21:50:30,21:51:00,45.36,62.47,""
server_1,21:50:40,21:51:10,48.44,57.99,""
server_1,21:50:50,21:51:20,47.31,61.39,""
server_1,21:51:00,21:51:30,56.76,45.31,""
server_1,21:51:10,21:51:40,49.02,48.39,""
server_1,21:51:20,21:51:50,61.21,41.42,""
server_1,21:51:30,21:52:00,65.13,44.11,""
server_1,21:51:40,21:52:10,64.03,39.68,""
server_1,21:51:50,21:52:20,50.15,46.57,""
server_1,21:52:00,21:52:30,38.68,46.36,""
server_1,21:52:10,21:52:40,49.61,50.22,""
server_1,21:52:20,21:52:50,51.45,48.23,""
server_1,21:52:30,21:53:00,52.72,65.15,""
server_1,21:52:40,21:53:10,43.5,59.5,""
server_1,21:52:50,21:53:20,43.29,61.76,""
server_1,21:53:00,21:53:30,55.46,51.32,""
server_1,21:53:10,21:53:40,52.96,48.72,""
server_1,21:53:20,21:53:50,51.19,49.83,""
server_1,21:53:30,21:54:00,43.57,52.29,""
server_1,21:53:40,21:54:10,53.42,58.74,""
server_1,21:53:50,21:54:20,60.22,57.54,""
server_1,21:54:00,21:54:30,62.21,57.64,""
server_1,21:54:10,21:54:40,69.08,48.42,""
server_1,21:54:20,21:54:50,60.38,44.69,""
server_1,21:54:30,21:55:00,63.02,51.35,""
server_1,21:54:40,21:55:10,62.45,60.47,""
server_1,21:54:50,21:55:20,68.31,63.68,""
server_1,21:55:00,21:55:30,55.38,47.61,""
server_1,21:55:10,21:55:40,54.69,47.11,""
server_1,21:55:20,21:55:50,60.67,58.79,""
server_1,21:55:30,21:56:00,63.13,66.83,""
server_1,21:55:40,21:56:10,46.12,65.77,""
server_1,21:55:50,21:56:20,49.46,59.92,""
server_1,21:56:00,21:56:30,50.53,60.04,""
server_1,21:56:10,21:56:40,60.58,64.59,""
server_1,21:56:20,21:56:50,56.74,63.7,""
server_1,21:56:30,21:57:00,62.48,64.5,""
server_1,21:56:40,21:57:10,66.92,63.69,""
server_1,21:56:50,21:57:20,51.12,61.82,""
server_1,21:57:00,21:57:30,54.37,65.05,""
server_1,21:57:10,21:57:40,48.99,62.2,""
server_1,21:57:20,21:57:50,53.45,54.01,""
server_1,21:57:30,21:58:00,39.17,54.61,""
server_1,21:57:40,21:58:10,43.59,57.17,""
server_1,21:57:50,21:58:20,42.55,56.46,""
server_1,21:58:00,21:58:30,55.17,54.53,""
server_1,21:58:10,21:58:40,47.09,47.82,""
server_1,21:58:20,21:58:50,49.62,48.37,""
server_1,21:58:30,21:59:00,43.54,43.88,""
server_1,21:58:40,21:59:10,44.98,46.75,""
server_1,21:58:50,21:59:20,45.07,62.34,""
server_1,21:59:00,21:59:30,59.12,50.11,""
server_1,21:59:10,21:59:40,67.17,47.98,""
server_1,21:59:20,21:59:50,61.19,39.41,""
server_1,21:59:30,22:00:00,43.28,46.47,""
server_1,21:59:40,22:00:10,35.88,46.65,""
server_1,21:59:50,22:00:20,46.02,35.61,""
server_1,22:00:00,22:00:30,50.56,36.95,""
server_1,22:00:10,22:00:40,45.92,47.84,""
server_1,22:00:20,22:00:50,46.35,60.97,""
server_1,22:00:30,22:01:00,46.62,65.65,""
server_1,22:00:40,22:01:10,60.18,51.48,""
server_1,22:00:50,22:01:20,57.33,48.2,""
server_1,22:01:00,22:01:30,66.51,53.48,""
server_1,22:01:10,22:01:40,52.93,51.63,""
server_1,22:01:20,22:01:50,49.59,49.09,""
server_1,22:01:30,22:02:00,44.96,44.42,""
server_1,22:01:40,22:02:10,44.06,55.08,""
server_1,22:01:50,22:02:20,51.96,62.67,""
server_1,22:02:00,22:02:30,50.47,65.72,""
server_1,22:02:10,22:02:40,66.98,48.82,""
server_1,22:02:20,22:02:50,65.49,36.7,""
server_1,22:02:30,22:03:00,59.44,32.56,""
server_1,22:02:40,22:03:10,47.62,43.01,""
server_1,22:02:50,22:03:20,40.95,44.51,""
server_1,22:03:00,22:03:30,50.09,37.25,""
server_1,22:03:10,22:03:40,47.88,34.31,""
server_1,22:03:20,22:03:50,46.29,45.79,""
server_1,22:03:30,22:04:00,40.22,49.04,""
server_1,22:03:40,22:04:10,45.09,55.36,""
server_1,22:03:50,22:04:20,60.21,51.19,""
server_1,22:04:00,22:04:30,55.75,51.36,""
server_1,22:04:10,22:04:40,51.77,44.43,""
server_1,22:04:20,22:04:50,33.89,50.57,""
server_1,22:04:30,22:05:00,29.75,59.83,""
server_1,22:04:40,22:05:10,30.76,60.98,""
server_1,22:04:50,22:05:20,45.29,58.82,""
server_1,22:05:00,22:05:30,41.44,67.97,""
server_1,22:05:10,22:05:40,38.62,68.39,""
server_1,22:05:20,22:05:50,29.89,54.99,""
server_1,22:05:30,22:06:00,33.61,41.2,""
server_1,22:05:40,22:06:10,43.43,51.73,""
server_1,22:05:50,22:06:20,53.07,54.51,""
server_1,22:06:00,22:06:30,68.65,55.96,""
server_1,22:06:10,22:06:40,71.75,41.38,""
server_1,22:06:20,22:06:50,72.97,55.89,""
server_1,22:06:30,22:07:00,71.16,46.87,""
server_1,22:06:40,22:07:10,63.9,58.79,""
server_1,22:06:50,22:07:20,60.48,43.34,""
server_1,22:07:00,22:07:30,58.68,52.55,""
server_1,22:07:10,22:07:40,54.94,47.2,""
server_1,22:07:20,22:07:50,48.27,57.13,""
server_1,22:07:30,22:08:00,48.43,62.0,""
server_1,22:07:40,22:08:10,60.6,58.98,""
server_1,22:07:50,22:08:20,65.55,41.15,""
server_1,22:08:00,22:08:30,61.7,34.07,""
server_1,22:08:10,22:08:40,59.25,41.35,""
server_1,22:08:20,22:08:50,60.18,59.16,""
server_1,22:08:30,22:09:00,57.2,61.08,""
server_1,22:08:40,22:09:10,52.72,62.06,""
server_1,22:08:50,22:09:20,47.93,56.81,""
server_1,22:09:00,22:09:30,58.88,65.93,""
server_1,22:09:10,22:09:40,54.29,67.37,""
server_1,22:09:20,22:09:50,60.73,60.83,""
server_1,22:09:30,22:10:00,59.98,43.46,""
server_1,22:09:40,22:10:10,69.07,45.82,""
server_1,22:09:50,22:10:20,68.97,43.94,""
server_1,22:10:00,22:10:30,64.79,52.04,""
server_1,22:10:10,22:10:40,55.43,42.5,""
server_1,22:10:20,22:10:50,43.96,43.0,""
server_1,22:10:30,22:11:00,49.0,35.77,""
server_1,22:10:40,22:11:10,57.92,44.8,""
server_1,22:10:50,22:11:20,59.03,56.95,""
server_1,22:11:00,22:11:30,55.58,68.03,""
server_1,22:11:10,22:11:40,50.66,59.2,""
server_1,22:11:20,22:11:50,52.11,51.96,""
server_1,22:11:30,22:12:00,47.33,46.73,""
server_1,22:11:40,22:12:10,60.56,48.75,""
server_1,22:11:50,22:12:20,72.7,48.74,""
server_1,22:12:00,22:12:30,76.93,50.02,""
server_1,22:12:10,22:12:40,58.37,45.36,""
server_1,22:12:20,22:12:50,53.27,51.88,""
server_1,22:12:30,22:13:00,59.58,44.46,""
server_1,22:12:40,22:13:10,64.54,53.21,""
server_1,22:12:50,22:13:20,61.18,45.19,""
server_1,22:13:00,22:13:30,55.45,44.32,""
server_1,22:13:10,22:13:40,48.56,45.22,""
server_1,22:13:20,22:13:50,49.9,48.67,""
server_1,22:13:30,22:14:00,58.6,45.22,""
server_1,22:13:40,22:14:10,66.14,42.57,""
server_1,22:13:50,22:14:20,71.06,52.8,""
server_1,22:14:00,22:14:30,72.79,62.54,""
server_1,22:14:10,22:14:40,73.72,54.76,""
server_1,22:14:20,22:14:50,67.85,44.64,""
server_1,22:14:30,22:15:00,44.67,37.98,""
server_1,22:14:40,22:15:10,43.23,44.22,""
server_1,22:14:50,22:15:20,48.34,37.54,""
server_1,22:15:00,22:15:30,62.66,37.34,""
server_1,22:15:10,22:15:40,62.13,36.45,""
server_1,22:15:20,22:15:50,53.54,42.21,""
server_1,22:15:30,22:16:00,47.1,62.01,""
server_1,22:15:40,22:16:10,52.3,67.04,""
server_1,22:15:50,22:16:20,55.5,68.39,""
server_1,22:16:00,22:16:30,66.15,49.42,""
server_1,22:16:10,22:16:40,60.15,39.13,""
server_1,22:16:20,22:16:50,56.3,37.91,""
server_1,22:16:30,22:17:00,54.37,44.59,""
server_1,22:16:40,22:17:10,44.51,48.29,""
server_1,22:16:50,22:17:20,54.61,54.8,""
server_1,22:17:00,22:17:30,47.01,55.92,""
server_1,22:17:10,22:17:40,60.08,62.94,""
server_1,22:17:20,22:17:50,58.0,64.56,""
server_1,22:17:30,22:18:00,46.46,66.3,""
server_1,22:17:40,22:18:10,44.85,59.89,""
server_1,22:17:50,22:18:20,34.42,57.94,""
server_1,22:18:00,22:18:30,45.03,53.4,""
server_1,22:18:10,22:18:40,46.42,58.69,""
server_1,22:18:20,22:18:50,47.72,50.54,""
server_1,22:18:30,22:19:00,45.3,52.84,""
server_1,22:18:40,22:19:10,39.3,46.24,""
server_1,22:18:50,22:19:20,37.8,42.31,""
server_1,22:19:00,22:19:30,48.43,39.47,""
server_1,22:19:10,22:19:40,47.63,41.49,""
server_1,22:19:20,22:19:50,52.94,48.02,""
server_1,22:19:30,22:20:00,53.19,47.77,""
server_1,22:19:40,22:20:10,48.13,55.39,""
server_1,22:19:50,22:20:20,54.31,60.52,""
server_1,22:20:00,22:20:30,54.38,70.01,""
server_1,22:20:10,22:20:40,68.56,70.28,""
server_1,22:20:20,22:20:50,56.73,71.71,""
server_1,22:20:30,22:21:00,45.33,60.85,""
server_1,22:20:40,22:21:10,36.95,51.93,""
server_1,22:20:50,22:21:20,42.6,42.25,""
server_1,22:21:00,22:21:30,52.68,43.78,""
server_1,22:21:10,22:21:40,54.87,44.01,""
server_1,22:21:20,22:21:50,65.28,50.24,""
server_1,22:21:30,22:22:00,59.15,48.08,""
server_1,22:21:40,22:22:10,54.49,51.8,""
server_1,22:21:50,22:22:20,37.79,53.78,""
server_1,22:22:00,22:22:30,35.2,58.12,""
server_1,22:22:10,22:22:40,34.53,54.47,""
server_1,22:22:20,22:22:50,50.99,59.04,""
server_1,22:22:30,22:23:00,58.33,63.19,""
server_1,22:22:40,22:23:10,61.53,59.53,""
server_1,22:22:50,22:23:20,49.2,51.94,""
